sku,name,price,description,is_in_stock,ADVERTISERCATEGORY
RDRP.CHAR.CHAR.CHAR-10,Rhapsody Drape-Charcoal-10,255,"The perfect piece for our SMOGIs on the go. Look polished and poised the 
moment you leave the studio in this hooded long sleeve drape. Composed 
of a soft and luxurious blend of silk, wool and cashmere, the Rhapsody 
Drape can be worn open or secured around the neck in a sophisticated 
draping tunic.<br/><br/>

Easy, effortless and exceptionally beautiful, this versatile <br/><br/>",1,yoga apparel
RDRP.CHAR.CHAR.CHAR-12,Rhapsody Drape-Charcoal-12,255,"The perfect piece for our SMOGIs on the go. Look polished and poised the 
moment you leave the studio in this hooded long sleeve drape. Composed 
of a soft and luxurious blend of silk, wool and cashmere, the Rhapsody 
Drape can be worn open or secured around the neck in a sophisticated 
draping tunic.<br/><br/>

Easy, effortless and exceptionally beautiful, this versatile <br/><br/>",1,yoga apparel
RDRP.AGRN.AGRN.AGRN-2,Rhapsody Drape-Andaman Green-2,255,"The perfect piece for our SMOGIs on the go. Look polished and poised the 
moment you leave the studio in this hooded long sleeve drape. Composed 
of a soft and luxurious blend of silk, wool and cashmere, the Rhapsody 
Drape can be worn open or secured around the neck in a sophisticated 
draping tunic.<br/><br/>

Easy, effortless and exceptionally beautiful, this versatile <br/><br/>",1,yoga apparel
RDRP.AGRN.AGRN.AGRN-4,Rhapsody Drape-Andaman Green-4,255,"The perfect piece for our SMOGIs on the go. Look polished and poised the 
moment you leave the studio in this hooded long sleeve drape. Composed 
of a soft and luxurious blend of silk, wool and cashmere, the Rhapsody 
Drape can be worn open or secured around the neck in a sophisticated 
draping tunic.<br/><br/>

Easy, effortless and exceptionally beautiful, this versatile <br/><br/>",1,yoga apparel
RDRP.AGRN.AGRN.AGRN-6,Rhapsody Drape-ANDAMAN GREEN-6,255,"The perfect piece for our SMOGIs on the go. Look polished and poised the 
moment you leave the studio in this hooded long sleeve drape. Composed 
of a soft and luxurious blend of silk, wool and cashmere, the Rhapsody 
Drape can be worn open or secured around the neck in a sophisticated 
draping tunic.<br/><br/>

Easy, effortless and exceptionally beautiful, this versatile <br/><br/>",1,yoga apparel
RDRP.AGRN.AGRN.AGRN-10,Rhapsody Drape-ANDAMAN GREEN-10,255,"The perfect piece for our SMOGIs on the go. Look polished and poised the 
moment you leave the studio in this hooded long sleeve drape. Composed 
of a soft and luxurious blend of silk, wool and cashmere, the Rhapsody 
Drape can be worn open or secured around the neck in a sophisticated 
draping tunic.<br/><br/>

Easy, effortless and exceptionally beautiful, this versatile <br/><br/>",1,yoga apparel
RDRP.AGRN.AGRN.AGRN-12,Rhapsody Drape-ANDAMAN GREEN-12,255,"The perfect piece for our SMOGIs on the go. Look polished and poised the 
moment you leave the studio in this hooded long sleeve drape. Composed 
of a soft and luxurious blend of silk, wool and cashmere, the Rhapsody 
Drape can be worn open or secured around the neck in a sophisticated 
draping tunic.<br/><br/>

Easy, effortless and exceptionally beautiful, this versatile <br/><br/>",1,yoga apparel
RDRP.AGRN.AGRN.AGRN-8,Rhapsody Drape-ANDAMAN GREEN-8,255,"The perfect piece for our SMOGIs on the go. Look polished and poised the 
moment you leave the studio in this hooded long sleeve drape. Composed 
of a soft and luxurious blend of silk, wool and cashmere, the Rhapsody 
Drape can be worn open or secured around the neck in a sophisticated 
draping tunic.<br/><br/>

Easy, effortless and exceptionally beautiful, this versatile <br/><br/>",1,yoga apparel
CMWR.VIOL.VIOL.VIOL-2,Cuddle Me Wrap-VIOLA-2,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.VIOL.VIOL.VIOL-4,Cuddle Me Wrap-VIOLA-4,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.VIOL.VIOL.VIOL-6,Cuddle Me Wrap-VIOLA-6,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.VIOL.VIOL.VIOL-8,Cuddle Me Wrap-VIOLA-8,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.VIOL.VIOL.VIOL-10,Cuddle Me Wrap-VIOLA-10,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.VIOL.VIOL.VIOL-12,Cuddle Me Wrap-VIOLA-12,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.C6.C6.C6-2,Cuddle Me Wrap-CARBON 6-2,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.C6.C6.C6-4,Cuddle Me Wrap-CARBON 6-4,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.C6.C6.C6-6,Cuddle Me Wrap-CARBON 6-6,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.C6.C6.C6-8,Cuddle Me Wrap-CARBON 6-8,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.C6.C6.C6-10,Cuddle Me Wrap-CARBON 6-10,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.C6.C6.C6-12,Cuddle Me Wrap-CARBON 6-12,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.OLIV.OLIV.OLIV-2,Cuddle Me Wrap-OLIVINE-2,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.OLIV.OLIV.OLIV-4,Cuddle Me Wrap-OLIVINE-4,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.OLIV.OLIV.OLIV-6,Cuddle Me Wrap-OLIVINE-6,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.OLIV.OLIV.OLIV-8,Cuddle Me Wrap-OLIVINE-8,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.OLIV.OLIV.OLIV-10,Cuddle Me Wrap-OLIVINE-10,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.OLIV.OLIV.OLIV-12,Cuddle Me Wrap-OLIVINE-12,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.KBLU.KBLU.KBLU-2,Cuddle Me Wrap-KOEL BLUE-2,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.KBLU.KBLU.KBLU-4,Cuddle Me Wrap-KOEL BLUE-4,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.KBLU.KBLU.KBLU-6,Cuddle Me Wrap-KOEL BLUE-6,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.KBLU.KBLU.KBLU-8,Cuddle Me Wrap-KOEL BLUE-8,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.KBLU.KBLU.KBLU-10,Cuddle Me Wrap-KOEL BLUE-10,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
CMWR.KBLU.KBLU.KBLU-12,Cuddle Me Wrap-KOEL BLUE-12,210,"Meet the Cuddle Me Wrap, a soft sweater designed to do just that. Wrap up in a shrug of Sona, our delicate knit blend of silk, wool and cashmere. 
This long sleeved, cropped sweater features gently draping front panels that can be worn open and cascading, wrapped around the body, or secured at the neckline. <br/><br/>

Toss this top over any sleeveless piece and 
embrace the warmth, softness and luxury of the Cuddle Me Wrap.<br/><br/>",1,yoga apparel
VERV.VIOL.C6.C6-2,Verve Pullover-Viola / Carbon 6-2,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VIOL.C6.C6-4,Verve Pullover-Viola / Carbon 6-4,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VIOL.C6.C6-6,Verve Pullover-Viola / Carbon 6-6,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VIOL.C6.C6-8,Verve Pullover-Viola / Carbon 6-8,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VIOL.C6.C6-10,Verve Pullover-Viola / Carbon 6-10,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VIOL.C6.C6-12,Verve Pullover-Viola / Carbon 6-12,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.OLIV.AGRN.OLIV-2,Verve Pullover-Olivine / Andaman Green-2,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.OLIV.AGRN.OLIV-4,Verve Pullover-Olivine / Andaman Green-4,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.OLIV.AGRN.OLIV-6,Verve Pullover-Olivine / Andaman Green-6,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.OLIV.AGRN.OLIV-8,Verve Pullover-Olivine / Andaman Green-8,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.OLIV.AGRN.OLIV-10,Verve Pullover-Olivine / Andaman Green-10,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.OLIV.AGRN.OLIV-12,Verve Pullover-Olivine / Andaman Green-12,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.C6.C6.C6-2,Verve Pullover-Carbon 6-2,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",0,yoga apparel
VERV.C6.C6.C6-4,Verve Pullover-Carbon 6-4,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.C6.C6.C6-6,Verve Pullover-Carbon 6-6,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.C6.C6.C6-8,Verve Pullover-Carbon 6-8,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.C6.C6.C6-10,Verve Pullover-Carbon 6-10,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.C6.C6.C6-12,Verve Pullover-Carbon 6-12,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VRM.CHAR.CHAR-2,Verve Pullover-Vermelho / Charcoal-2,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VRM.CHAR.CHAR-4,Verve Pullover-Vermelho / Charcoal-4,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VRM.CHAR.CHAR-6,Verve Pullover-Vermelho / Charcoal-6,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VRM.CHAR.CHAR-8,Verve Pullover-Vermelho / Charcoal-8,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VRM.CHAR.CHAR-10,Verve Pullover-Vermelho / Charcoal-10,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VERV.VRM.CHAR.CHAR-12,Verve Pullover-Vermelho / Charcoal-12,230,"We canÉ??t decide whether we are more excited to wear this to and from yoga class, or pair it with our favorite denim. The sporty and sophisticated Verve Pullover is an updated version of your favorite crew neck sweater.<br/><br/>
 
Two-tone color blocked panels create a slimming shape while our Step-It-Up hem covers up just enough without taking away from your stylish bottoms.<br/><br/>",1,yoga apparel
VLEG.OLVN.OLVN.GLD-2,Vivacity Legging-Olivine-2,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
VLEG.OLVN.OLVN.GLD-4,Vivacity Legging-Olivine-4,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
VLEG.OLVN.OLVN.GLD-6,Vivacity Legging-Olivine-6,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
VLEG.OLVN.OLVN.GLD-8,Vivacity Legging-Olivine-8,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
VLEG.OLVN.OLVN.GLD-10,Vivacity Legging-Olivine-10,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
VLEG.OLVN.OLVN.GLD-12,Vivacity Legging-Olivine-12,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
VLEG.GCV.GCV.GLD-2,Vivacity Legging-Grey Caviar-2,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",0,yoga apparel
VLEG.GCV.GCV.GLD-4,Vivacity Legging-Grey Caviar-4,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
VLEG.GCV.GCV.GLD-6,Vivacity Legging-Grey Caviar-6,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
VLEG.GCV.GCV.GLD-8,Vivacity Legging-Grey Caviar-8,185,"The Vivacity Legging brings spunk to your legwear. The sleek and sexy legging features contrast stitching to highlight your best assets with just a hint of gold. The carefully placed Zari Mesh paneling shows a hint of skin, keeping you extra cool in a vigorous workout and extra stylish while out on the town.<br/><br/>

Made of our signature Aurum+ fabric, these leggings offer an exceptionally flattering and comfortable fit.<br/><br/>",1,yoga apparel
